Timestamp,TimetoaddEvent,Trialtime,ClipLength,ClipBeginsatTrialtime,Clip,Min.secTostart,Min.secToremove,Min.secTochoice,BatID_num,FruitID,Order,AmideTx,Amide,CageID,BatID,Sp,Fight,TimeofFight,Attacker,Outcome,Treatmentgroup,GroupSize,Comments,Sex,Age,Bag+Bat,Bag,Weight,Forearm,Tibia,RepStat
,,,26.23,123.54,4,26.23,,26.23,NA,f10,4,con,PxP,Cp_0711,Cp_0711_NA,Cp,0,NA,NA,NA,PxP,2,,,,,,,,,
,,,41.18,0,0,,5.15,5.15,1,f9,1,con,PxP,Cs_0711,Cs_0711_1,Cs,0,NA,NA,NA,PxP,2,,,,,,,,,
,,,41.16,41.18,16,,29.49,29.49,1,f2,2,pxp,PxP,Cs_0711,Cs_0711_1,Cs,0,NA,NA,NA,PxP,2,,,,,,,,,
,,,41.16,82.34,17,,3.43,3.43,1,f5,3,pxp,PxP,Cs_0711,Cs_0711_1,Cs,0,NA,NA,NA,PxP,2,,,,,,,,,
,,,41.16,82.34,17,,40.45,40.45,1,f3,4,pxp,PxP,Cs_0711,Cs_0711_1,Cs,0,NA,NA,NA,PxP,2,,,,,,,,,
,,,26.24,123.5,18,26.24,,26.24,NA,f1,5,pxp,PxP,Cs_0711,Cs_0711_NA,Cs,0,NA,NA,NA,PxP,2,,,,,,,,,
,,,26.24,123.5,18,26.24,,26.24,NA,f4,5,pxp,PxP,Cs_0711,Cs_0711_NA,Cs,0,NA,NA,NA,PxP,2,,,,,,,,,
,,,26.24,123.5,18,26.24,,26.24,NA,f6,5,con,PxP,Cs_0711,Cs_0711_NA,Cs,0,NA,NA,NA,PxP,2,,,,,,,,,
,,,26.24,123.5,18,26.24,,26.24,NA,f7,5,con,PxP,Cs_0711,Cs_0711_NA,Cs,0,NA,NA,NA,PxP,2,,,,,,,,,
,,,26.24,123.5,18,26.24,,26.24,NA,f8,5,con,PxP,Cs_0711,Cs_0711_NA,Cs,0,NA,NA,NA,PxP,2,,,,,,,,,
,,,26.24,123.5,18,26.24,,26.24,NA,f10,5,con,PxP,Cs_0711,Cs_0711_NA,Cs,0,NA,NA,NA,PxP,2,,,,,,,,,
,,,41.22,0,0,9.23,,9.23,1,f3,1,con,PxP,Cc_0712,Cc_0712_1,Cc,0,NA,NA,NA,PxP,1,,,,,,,,,
,,,41.22,0,0,,24.37,24.37,1,f4,2,con,PxP,Cc_0712,Cc_0712_1,Cc,0,NA,NA,NA,PxP,1,,,,,,,,,
,,,41.12,82.43,2,,26.47,26.47,1,f5,3,con,PxP,Cc_0712,Cc_0712_1,Cc,0,NA,NA,NA,PxP,1,,,,,,,,,
,,,5.37,123.55,3,5.37,,5.37,NA,f1,4,con,PxP,Cc_0712,Cc_0712_NA,Cc,0,NA,NA,NA,PxP,1,,,,,,,,,
,,,5.37,123.55,3,5.37,,5.37,NA,f6,4,pxp,PxP,Cc_0712,Cc_0712_NA,Cc,0,NA,NA,NA,PxP,1,,,,,,,,,
,,,5.37,123.55,3,5.37,,5.37,NA,f7,4,pxp,PxP,Cc_0712,Cc_0712_NA,Cc,0,NA,NA,NA,PxP,1,,,,,,,,,
,,,5.37,123.55,3,5.37,,5.37,NA,f8,4,pxp,PxP,Cc_0712,Cc_0712_NA,Cc,0,NA,NA,NA,PxP,1,,,,,,,,,
,,,5.37,123.55,3,5.37,,5.37,NA,f9,4,pxp,PxP,Cc_0712,Cc_0712_NA,Cc,0,NA,NA,NA,PxP,1,,,,,,,,,
,,,5.37,123.55,3,5.37,,5.37,NA,f10,4,pxp,PxP,Cc_0712,Cc_0712_NA,Cc,0,NA,NA,NA,PxP,1,unknown for f2,,,,,,,,
,,,41.2,0,0,,10.14,10.14,1,f9,1,pxp,PxP,Cs_0712,Cs_0712_1,Cs,0,NA,NA,NA,PxP,3,f6 knocked over,,,,,,,,
,,,41.15,41.2,16,,4.19,4.19,2,f7,2,pxp,PxP,Cs_0712,Cs_0712_2,Cs,0,NA,NA,NA,PxP,3,,,,,,,,,
,,,5.5,123.47,18,5.5,,5.5,NA,f1,3,con,PxP,Cs_0712,Cs_0712_NA,Cs,0,NA,NA,NA,PxP,3,,,,,,,,,
,,,5.5,123.47,18,5.5,,5.5,NA,f2,3,con,PxP,Cs_0712,Cs_0712_NA,Cs,0,NA,NA,NA,PxP,3,,,,,,,,,
,,,5.5,123.47,18,5.5,,5.5,NA,f3,3,con,PxP,Cs_0712,Cs_0712_NA,Cs,0,NA,NA,NA,PxP,3,,,,,,,,,
,,,5.5,123.47,18,5.5,,5.5,NA,f4,3,con,PxP,Cs_0712,Cs_0712_NA,Cs,0,NA,NA,NA,PxP,3,,,,,,,,,
,,,5.5,123.47,18,5.5,,5.5,NA,f5,3,con,PxP,Cs_0712,Cs_0712_NA,Cs,0,NA,NA,NA,PxP,3,,,,,,,,,
,,,5.5,123.47,18,5.5,,5.5,NA,f8,3,pxp,PxP,Cs_0712,Cs_0712_NA,Cs,0,NA,NA,NA,PxP,3,,,,,,,,,
,,,5.5,123.47,18,5.5,,5.5,NA,f10,3,pxp,PxP,Cs_0712,Cs_0712_NA,Cs,0,NA,NA,NA,PxP,3,,,,,,,,,
,,,41.17,0,4,,15,15,1,f10,1,con,PxP,Cc_0713a,Cc_0713a_1,Cc,0,NA,NA,NA,PxP,3,which side is which treatment? Not mentioned in video or comments,,,,,,,,
,,,41.2,41.17,5,,4.5,4.5,3,f1,2,pxp,PxP,Cc_0713a,Cc_0713a_3,Cc,0,NA,NA,NA,PxP,3,,,,,,,,,
,,,41.2,41.17,5,,34.26,34.26,1,f8,3,con,PxP,Cc_0713a,Cc_0713a_1,Cc,0,NA,NA,NA,PxP,3,,,,,,,,,
,,,41.19,82.37,6,,33.26,33.26,NA,f7,4,con,PxP,Cc_0713a,Cc_0713a_NA,Cc,0,NA,NA,NA,PxP,3,,,,,,,,,
,,,13.21,123.58,7,13.21,,13.21,NA,f2,5,pxp,PxP,Cc_0713a,Cc_0713a_NA,Cc,0,NA,NA,NA,PxP,3,,,,,,,,,
,,,13.21,123.58,7,13.21,,13.21,NA,f3,5,pxp,PxP,Cc_0713a,Cc_0713a_NA,Cc,0,NA,NA,NA,PxP,3,,,,,,,,,
,,,13.21,123.58,7,13.21,,13.21,NA,f4,5,pxp,PxP,Cc_0713a,Cc_0713a_NA,Cc,0,NA,NA,NA,PxP,3,,,,,,,,,
,,,13.21,123.58,7,13.21,,13.21,NA,f5,5,pxp,PxP,Cc_0713a,Cc_0713a_NA,Cc,0,NA,NA,NA,PxP,3,,,,,,,,,
,,,13.21,123.58,7,13.21,,13.21,NA,f6,5,con,PxP,Cc_0713a,Cc_0713a_NA,Cc,0,NA,NA,NA,PxP,3,,,,,,,,,
,,,13.21,123.58,7,13.21,,13.21,NA,f9,5,con,PxP,Cc_0713a,Cc_0713a_NA,Cc,0,NA,NA,NA,PxP,3,,,,,,,,,
,,,41.22,0,2,,7.14,7.14,4,f3,1,pxp,PxP,Cc_0713b,Cc_0713b_4,Cc,0,NA,NA,NA,PxP,4,,,,,,,,,
,,,41.22,0,2,,9.06,9.06,4,f2,2,pxp,PxP,Cc_0713b,Cc_0713b_4,Cc,0,NA,NA,NA,PxP,4,,,,,,,,,
,,,41.22,0,2,,15.1,15.1,2,f1,3,pxp,PxP,Cc_0713b,Cc_0713b_2,Cc,0,NA,NA,NA,PxP,4,,,,,,,,,
,,,41.22,0,2,,22.26,22.26,2,f9,4,con,PxP,Cc_0713b,Cc_0713b_2,Cc,0,NA,NA,NA,PxP,4,,,,,,,,,
,,,41.15,41.22,3,,26.07,26.07,NA,f8,5,con,PxP,Cc_0713b,Cc_0713b_NA,Cc,0,NA,NA,NA,PxP,4,,,,,,,,,
,,,41.15,41.22,3,,33.13,33.13,4,f7,6,con,PxP,Cc_0713b,Cc_0713b_4,Cc,0,NA,NA,NA,PxP,4,,,,,,,,,
,,,41.15,41.22,3,,38.57,38.57,5,f10,7,con,PxP,Cc_0713b,Cc_0713b_5,Cc,0,NA,NA,NA,PxP,4,,,,,,,,,
,,,41.22,82.37,4,,1.1,1.1,6,f6,8,con,PxP,Cc_0713b,Cc_0713b_6,Cc,0,NA,NA,NA,PxP,4,,,,,,,,,
,,,22.1,123.59,5,22.1,,22.1,NA,f4,9,pxp,PxP,Cc_0713b,Cc_0713b_NA,Cc,0,NA,NA,NA,PxP,4,,,,,,,,,
,,,22.1,123.59,5,22.1,,22.1,NA,f5,9,pxp,PxP,Cc_0713b,Cc_0713b_NA,Cc,0,NA,NA,NA,PxP,4,,,,,,,,,
,,,42.53,42.56,20,,5.15,5.15,2,f1,1,pxp,PxP,Cs_0713,Cs_0713_2,Cs,0,NA,NA,NA,PxP,3,,,,,,,,,
,,,42.53,42.56,20,9.15,,9.15,3,f10,2,con,PxP,Cs_0713,Cs_0713_3,Cs,0,NA,NA,NA,PxP,3,,,,,,,,,
,,,42.53,42.56,20,12.17,,12.17,3,f9,3,con,PxP,Cs_0713,Cs_0713_3,Cs,0,NA,NA,NA,PxP,3,,,,,,,,,
,,,42.27,85.49,21,,7.43,7.43,1,f4,4,pxp,PxP,Cs_0713,Cs_0713_1,Cs,0,NA,NA,NA,PxP,3,,,,,,,,,
,,,42.27,85.49,21,,36.3,36.3,3,f7,5,con,PxP,Cs_0713,Cs_0713_3,Cs,0,NA,NA,NA,PxP,3,f8 unknown,,,,,,,,
,,,5.43,128.16,22,5.43,,5.43,NA,f2,6,pxp,PxP,Cs_0713,Cs_0713_NA,Cs,0,NA,NA,NA,PxP,3,,,,,,,,,
,,,5.43,128.16,22,5.43,,5.43,NA,f3,6,pxp,PxP,Cs_0713,Cs_0713_NA,Cs,0,NA,NA,NA,PxP,3,,,,,,,,,
,,,5.43,128.16,22,5.43,,5.43,NA,f5,6,pxp,PxP,Cs_0713,Cs_0713_NA,Cs,0,NA,NA,NA,PxP,3,,,,,,,,,
,,,5.43,128.16,22,5.43,,5.43,NA,f6,6,con,PxP,Cs_0713,Cs_0713_NA,Cs,0,NA,NA,NA,PxP,3,,,,,,,,,
,,,41.13,123.46,4,,0.42,0.42,1,f2,1,con,PxP,Cp_0714,Cp_0714_1,Cp,0,NA,NA,NA,Pxp,2,trial stopped at 34.40 in clip 4,,,,,,,,
,,,34.4,123.46,4,,20.32,20.32,1,f1,2,con,PxP,Cp_0714,Cp_0714_1,Cp,0,NA,NA,NA,Pxp,2,,,,,,,,,
,,,34.4,123.46,4,34.4,,34.4,NA,f3,3,con,PxP,Cp_0714,Cp_0714_NA,Cp,0,NA,NA,NA,Pxp,2,,,,,,,,,
,,,34.4,123.46,4,34.4,,34.4,NA,f4,3,con,PxP,Cp_0714,Cp_0714_NA,Cp,0,NA,NA,NA,Pxp,2,,,,,,,,,
,,,34.4,123.46,4,34.4,,34.4,NA,f5,3,con,PxP,Cp_0714,Cp_0714_NA,Cp,0,NA,NA,NA,Pxp,2,,,,,,,,,
,,,34.4,123.46,4,34.4,,34.4,NA,f6,3,pxp,PxP,Cp_0714,Cp_0714_NA,Cp,0,NA,NA,NA,Pxp,2,,,,,,,,,
,,,34.4,123.46,4,34.4,,34.4,NA,f7,3,pxp,PxP,Cp_0714,Cp_0714_NA,Cp,0,NA,NA,NA,Pxp,2,,,,,,,,,
,,,34.4,123.46,4,34.4,,34.4,NA,f8,3,pxp,PxP,Cp_0714,Cp_0714_NA,Cp,0,NA,NA,NA,Pxp,2,,,,,,,,,
,,,34.4,123.46,4,34.4,,34.4,NA,f9,3,pxp,PxP,Cp_0714,Cp_0714_NA,Cp,0,NA,NA,NA,Pxp,2,,,,,,,,,
,,,34.4,123.46,4,34.4,,34.4,NA,f10,3,pxp,PxP,Cp_0714,Cp_0714_NA,Cp,0,NA,NA,NA,Pxp,2,,,,,,,,,
,,,41.19,0,0,,23.22,23.22,2,f3,2,con,PxP,Cp2_0714,Cp2_0714_2,Cp,0,NA,NA,NA,PxP,2,f2 fate unknown,,,,,,,,
,,,31.33,124.59,3,31.33,,31.33,NA,f1,2,con,PxP,Cp2_0714,Cp2_0714_NA,Cp,0,NA,NA,NA,PxP,2,,,,,,,,,
,,,31.33,124.59,3,31.33,,31.33,NA,f4,2,con,PxP,Cp2_0714,Cp2_0714_NA,Cp,0,NA,NA,NA,PxP,2,,,,,,,,,
,,,31.33,124.59,3,31.33,,31.33,NA,f5,2,con,PxP,Cp2_0714,Cp2_0714_NA,Cp,0,NA,NA,NA,PxP,2,,,,,,,,,
,,,31.33,124.59,3,31.33,,31.33,NA,f6,2,pxp,PxP,Cp2_0714,Cp2_0714_NA,Cp,0,NA,NA,NA,PxP,2,,,,,,,,,
,,,31.33,124.59,3,31.33,,31.33,NA,f7,2,pxp,PxP,Cp2_0714,Cp2_0714_NA,Cp,0,NA,NA,NA,PxP,2,,,,,,,,,
,,,31.33,124.59,3,31.33,,31.33,NA,f8,2,pxp,PxP,Cp2_0714,Cp2_0714_NA,Cp,0,NA,NA,NA,PxP,2,,,,,,,,,
,,,31.33,124.59,3,31.33,,31.33,NA,f9,2,pxp,PxP,Cp2_0714,Cp2_0714_NA,Cp,0,NA,NA,NA,PxP,2,,,,,,,,,
,,,31.33,124.59,3,31.33,,31.33,NA,f10,2,pxp,PxP,Cp2_0714,Cp2_0714_NA,Cp,0,NA,NA,NA,PxP,2,,,,,,,,,
,,,38.23,124.22,19,,14.44,14.44,6,f2,1,con,PxP,Cp3_0714,Cp3_0714_6,Cp,0,NA,NA,NA,PxP,2,,,,,,,,,
,,,38.23,124.22,19,,35,35,6,f3,2,con,PxP,Cp3_0714,Cp3_0714_6,Cp,0,NA,NA,NA,PxP,2,,,,,,,,,
,,,38.23,124.22,19,38.23,,38.23,NA,f1,3,con,PxP,Cp3_0714,Cp3_0714_NA,Cp,0,NA,NA,NA,PxP,2,,,,,,,,,
,,,38.23,124.22,19,38.23,,38.23,NA,f4,3,con,PxP,Cp3_0714,Cp3_0714_NA,Cp,0,NA,NA,NA,PxP,2,,,,,,,,,
,,,38.23,124.22,19,38.23,,38.23,NA,f5,3,con,PxP,Cp3_0714,Cp3_0714_NA,Cp,0,NA,NA,NA,PxP,2,,,,,,,,,
,,,38.23,124.22,19,38.23,,38.23,NA,f6,3,pxp,PxP,Cp3_0714,Cp3_0714_NA,Cp,0,NA,NA,NA,PxP,2,,,,,,,,,
,,,38.23,124.22,19,38.23,,38.23,NA,f7,3,pxp,PxP,Cp3_0714,Cp3_0714_NA,Cp,0,NA,NA,NA,PxP,2,,,,,,,,,
,,,38.23,124.22,19,38.23,,38.23,NA,f8,3,pxp,PxP,Cp3_0714,Cp3_0714_NA,Cp,0,NA,NA,NA,PxP,2,,,,,,,,,
,,,38.23,124.22,19,38.23,,38.23,NA,f9,3,pxp,PxP,Cp3_0714,Cp3_0714_NA,Cp,0,NA,NA,NA,PxP,2,,,,,,,,,
,,,38.23,124.22,19,38.23,,38.23,NA,f10,3,pxp,PxP,Cp3_0714,Cp3_0714_NA,Cp,0,NA,NA,NA,PxP,2,,,,,,,,,
,,,41.22,41.18,1,,9.51,9.51,2,f8,1,con,PxP,Cc_0715,Cc_0715_2,Cc,0,NA,NA,NA,PxP,2,,,,,,,,,
,,,38.28,82.4,2,38.28,,38.28,NA,f1,2,pxp,PxP,Cc_0715,Cc_0715_NA,Cc,0,NA,NA,NA,PxP,2,,,,,,,,,
,,,38.28,82.4,2,38.28,,38.28,NA,f2,2,pxp,PxP,Cc_0715,Cc_0715_NA,Cc,0,NA,NA,NA,PxP,2,,,,,,,,,
,,,38.28,82.4,2,38.28,,38.28,NA,f3,2,pxp,PxP,Cc_0715,Cc_0715_NA,Cc,0,NA,NA,NA,PxP,2,,,,,,,,,
,,,38.28,82.4,2,38.28,,38.28,NA,f4,2,pxp,PxP,Cc_0715,Cc_0715_NA,Cc,0,NA,NA,NA,PxP,2,,,,,,,,,
,,,38.28,82.4,2,38.28,,38.28,NA,f5,2,pxp,PxP,Cc_0715,Cc_0715_NA,Cc,0,NA,NA,NA,PxP,2,,,,,,,,,
,,,38.28,82.4,2,38.28,,38.28,NA,f6,2,con,PxP,Cc_0715,Cc_0715_NA,Cc,0,NA,NA,NA,PxP,2,,,,,,,,,
,,,38.28,82.4,2,38.28,,38.28,NA,f7,2,con,PxP,Cc_0715,Cc_0715_NA,Cc,0,NA,NA,NA,PxP,2,,,,,,,,,
,,,38.28,82.4,2,38.28,,38.28,NA,f9,2,con,PxP,Cc_0715,Cc_0715_NA,Cc,0,NA,NA,NA,PxP,2,,,,,,,,,
,,,38.28,82.4,2,38.28,,38.28,NA,f10,2,con,PxP,Cc_0715,Cc_0715_NA,Cc,0,NA,NA,NA,PxP,2,,,,,,,,,
,,,36.47,119.28,3,36.47,,36.47,NA,f1,1,pxp,PxP,Cp_0715,Cp_0715_NA,Cp,0,NA,NA,NA,PxP,1,,,,,,,,,
,,,36.47,119.28,last,36.47,,36.47,NA,f2,1,pxp,PxP,Cp_0715,Cp_0715_NA,Cp,0,NA,NA,NA,PxP,1,,,,,,,,,
,,,36.47,119.28,last,36.47,,36.47,NA,f3,1,pxp,PxP,Cp_0715,Cp_0715_NA,Cp,0,NA,NA,NA,PxP,1,,,,,,,,,
,,,36.47,119.28,last,36.47,,36.47,NA,f4,1,pxp,PxP,Cp_0715,Cp_0715_NA,Cp,0,NA,NA,NA,PxP,1,,,,,,,,,
,,,36.47,119.28,last,36.47,,36.47,NA,f5,1,pxp,PxP,Cp_0715,Cp_0715_NA,Cp,0,NA,NA,NA,PxP,1,,,,,,,,,
,,,36.47,119.28,last,36.47,,36.47,NA,f6,1,con,PxP,Cp_0715,Cp_0715_NA,Cp,0,NA,NA,NA,PxP,1,,,,,,,,,
,,,36.47,119.28,last,36.47,,36.47,NA,f7,1,con,PxP,Cp_0715,Cp_0715_NA,Cp,0,NA,NA,NA,PxP,1,,,,,,,,,
,,,36.47,119.28,last,36.47,,36.47,NA,f8,1,con,PxP,Cp_0715,Cp_0715_NA,Cp,0,NA,NA,NA,PxP,1,,,,,,,,,
,,,36.47,119.28,last,36.47,,36.47,NA,f9,1,con,PxP,Cp_0715,Cp_0715_NA,Cp,0,NA,NA,NA,PxP,1,,,,,,,,,
,,,36.47,119.28,last,36.47,,36.47,NA,f10,1,con,PxP,Cp_0715,Cp_0715_NA,Cp,0,NA,NA,NA,PxP,1,,,,,,,,,
,,,41.24,0,0,,40.32,40.32,5,f9,1,pxp,PxP,Cc1_0716,Cc1_0716_5,Cc,0,NA,NA,NA,PxP,3,f8 unknown,,,,,,,,
,,,41.16,41.25,1,,20.39,20.39,6,f1,2,con,PxP,Cc1_0716,Cc1_0716_6,Cc,0,NA,NA,NA,PxP,3,,,,,,,,,
,,,41.2,82.41,2,,7.25,7.25,3,f10,3,pxp,PxP,Cc1_0716,Cc1_0716_3,Cc,0,NA,NA,NA,PxP,3,which side is which treatment? Not mentioned in video or comments,,,,,,,,
,,,41.25,124.01,3,,12.04,12.04,6,f2,4,con,PxP,Cc1_0716,Cc1_0716_6,Cc,0,NA,NA,NA,PxP,3,,,,,,,,,
,,,41.25,124.01,3,,19.25,19.25,6,f3,5,con,PxP,Cc1_0716,Cc1_0716_6,Cc,0,NA,NA,NA,PxP,3,,,,,,,,,
,,,41.25,124.01,3,,36.14,36.14,5,f4,6,con,PxP,Cc1_0716,Cc1_0716_5,Cc,0,NA,NA,NA,PxP,3,,,,,,,,,
,,,0.01,165.26,4,0.01,,0.01,NA,f5,7,con,PxP,Cc1_0716,Cc1_0716_NA,Cc,0,NA,NA,NA,PxP,3,,,,,,,,,
,,,0.01,165.26,4,0.01,,0.01,NA,f6,7,pxp,PxP,Cc1_0716,Cc1_0716_NA,Cc,0,NA,NA,NA,PxP,3,,,,,,,,,
,,,0.01,165.26,4,0.01,,0.01,NA,f7,7,pxp,PxP,Cc1_0716,Cc1_0716_NA,Cc,0,NA,NA,NA,PxP,3,,,,,,,,,
,,,39.18,0,1,,2.03,2.03,4,f4,1,con,PxP,Cc2_0716,Cc2_0716_4,Cc,0,NA,NA,NA,PxP,3,last bat released at 2.03,,,,,,,,
,,,39.18,0,1,,3.48,3.48,2,f3,2,con,PxP,Cc2_0716,Cc2_0716_2,Cc,0,NA,NA,NA,PxP,3,,,,,,,,,
,,,39.18,0,1,,4.19,4.19,1,f2,3,con,PxP,Cc2_0716,Cc2_0716_1,Cc,0,NA,NA,NA,PxP,3,,,,,,,,,
,,,39.18,0,1,,9.44,9.44,na,f10,4,pxp,PxP,Cc2_0716,Cc2_0716_na,Cc,0,NA,NA,NA,PxP,3,,,,,,,,,
,,,41.15,80.35,3,30.17,,30.17,4,f5,5,con,PxP,Cc2_0716,Cc2_0716_4,Cc,0,NA,NA,NA,PxP,3,,,,,,,,,
,,,41.47,121.4,4,12.1,,12.1,4,f6,6,pxp,PxP,Cc2_0716,Cc2_0716_4,Cc,0,NA,NA,NA,PxP,3,,,,,,,,,
,,,41.47,121.4,4,,17.29,17.29,2,f9,7,pxp,PxP,Cc2_0716,Cc2_0716_2,Cc,0,NA,NA,NA,PxP,3,,,,,,,,,
,,,4.05,123.27,5,4.05,,4.05,NA,f1,8,con,PxP,Cc2_0716,Cc2_0716_NA,Cc,0,NA,NA,NA,PxP,3,,,,,,,,,
,,,4.05,123.27,,4.05,,4.05,NA,f7,8,pxp,PxP,Cc2_0716,Cc2_0716_NA,Cc,0,NA,NA,NA,PxP,3,,,,,,,,,
,,,4.05,123.27,5,4.05,,4.05,NA,f8,8,pxp,PxP,Cc2_0716,Cc2_0716_NA,Cc,0,NA,NA,NA,PxP,3,,,,,,,,,
,,,41.57,0,20,,27.02,27.02,1,f9,1,pxp,PxP,Cs_0716,Cs_0716_1,Cs,0,NA,NA,NA,PxP,4,,,,,,,,,
,,,40.33,41.57,21,,35.21,35.21,1,f10,2,pxp,PxP,Cs_0716,Cs_0716_1,Cs,0,NA,NA,NA,PxP,4,,,,,,,,,
,,,40.33,41.57,21,,37.57,37.57,4,f7,3,pxp,PxP,Cs_0716,Cs_0716_4,Cs,0,NA,NA,NA,PxP,4,,,,,,,,,
,,,41.2,82.3,22,,38.12,38.12,4,f8,4,pxp,PxP,Cs_0716,Cs_0716_4,Cs,0,NA,NA,NA,PxP,4,,,,,,,,,
,,,37.46,123.5,23,37.46,,37.46,NA,f1,5,con,PxP,Cs_0716,Cs_0716_NA,Cs,0,NA,NA,NA,PxP,4,,,,,,,,,
,,,37.46,123.5,23,37.46,,37.46,NA,f2,5,con,PxP,Cs_0716,Cs_0716_NA,Cs,0,NA,NA,NA,PxP,4,,,,,,,,,
,,,37.46,123.5,23,37.46,,37.46,NA,f3,5,con,PxP,Cs_0716,Cs_0716_NA,Cs,0,NA,NA,NA,PxP,4,,,,,,,,,
,,,37.46,123.5,23,37.46,,37.46,NA,f4,5,con,PxP,Cs_0716,Cs_0716_NA,Cs,0,NA,NA,NA,PxP,4,,,,,,,,,
,,,37.46,123.5,23,37.46,,37.46,NA,f5,5,con,PxP,Cs_0716,Cs_0716_NA,Cs,0,NA,NA,NA,PxP,4,,,,,,,,,
,,,37.46,123.5,23,37.46,,37.46,NA,f6,5,pxp,PxP,Cs_0716,Cs_0716_NA,Cs,0,NA,NA,NA,PxP,4,,,,,,,,,
,,,41.12,0,0,,2.28,2.28,1,f3,1,con,P. reticulatum ripe,Cc_0718a,Cc_0718a_1,Cc,0,NA,NA,NA,Pr,4,,,,,,,,,
,,,41.12,0,0,,9.3,9.3,na,f7,2,PretR,P. reticulatum ripe,Cc_0718a,Cc_0718a_na,Cc,0,NA,NA,NA,Pr,4,,,,,,,,,
,,,41.12,0,0,,29.45,29.45,3,f2,3,con,P. reticulatum ripe,Cc_0718a,Cc_0718a_3,Cc,0,NA,NA,NA,Pr,4,,,,,,,,,
,,,41.21,41.12,1,,10.44,10.44,1,f4,4,con,P. reticulatum ripe,Cc_0718a,Cc_0718a_1,Cc,0,NA,NA,NA,Pr,4,,,,,,,,,
,,,41.21,41.12,1,,17.57,17.57,1,f1,5,con,P. reticulatum ripe,Cc_0718a,Cc_0718a_1,Cc,0,NA,NA,NA,Pr,4,,,,,,,,,
,,,41.21,41.12,1,,19.32,19.32,1,f5,6,con,P. reticulatum ripe,Cc_0718a,Cc_0718a_1,Cc,0,NA,NA,NA,Pr,4,,,,,,,,,
,,,18.44,123.5,3,,18.44,18.44,na,f6,9,PretR,P. reticulatum ripe,Cc_0718a,Cc_0718a_na,Cc,0,NA,NA,NA,Pr,4,,,,,,,,,
,,,18.44,123.5,3,,18.44,18.44,na,f8,9,PretR,P. reticulatum ripe,Cc_0718a,Cc_0718a_na,Cc,0,NA,NA,NA,Pr,4,,,,,,,,,
,,,18.44,82.33,2,,18.05,18.02,1,f9,8,PretR,P. reticulatum ripe,Cc_0718a,Cc_0718a_1,Cc,0,NA,NA,NA,Pr,4,,,,,,,,,
,,,18.44,82.33,2,,14.36,14.36,3,f10,7,PretR,P. reticulatum ripe,Cc_0718a,Cc_0718a_3,Cc,0,NA,NA,NA,Pr,4,finished review 7/14/2015,,,,,,,,
,,,41.19,0,10,,6.15,6.15,7,f9,1,PretR,P. reticulatum ripe,Cc_0718b,Cc_0718b_7,Cc,0,NA,NA,NA,Pr,4,,,,,,,,,
,,,41.19,0,10,,16.54,16.54,6,f3,2,con,P. reticulatum ripe,Cc_0718b,Cc_0718b_6,Cc,0,NA,NA,NA,Pr,4,,,,,,,,,
,,,41.19,0,10,29.13,,29.13,5,f4,3,con,P. reticulatum ripe,Cc_0718b,Cc_0718b_5,Cc,0,NA,NA,NA,Pr,4,,,,,,,,,
,,,41.19,0,10,,30.58,30.58,7,f2,4,con,P. reticulatum ripe,Cc_0718b,Cc_0718b_7,Cc,0,NA,NA,NA,Pr,4,,,,,,,,,
,,,41.14,41.19,11,,11.26,11.26,7,f5,5,con,P. reticulatum ripe,Cc_0718b,Cc_0718b_7,Cc,0,NA,NA,NA,Pr,4,,,,,,,,,
,,,41.14,82.33,12,,6.36,6.36,6,f7,6,PretR,P. reticulatum ripe,Cc_0718b,Cc_0718b_6,Cc,0,NA,NA,NA,Pr,4,,,,,,,,,
,,,33.48,123.47,13,,2.23,2.23,7,f1,7,con,P. reticulatum ripe,Cc_0718b,Cc_0718b_7,Cc,0,NA,NA,NA,Pr,4,"Clip 00013 @2:23 B7? takes F1, flies NO more left side fruits, stopped review",,,,,,,,
,,,33.48,123.47,13,33.48,,33.48,NA,f10,8,PretR,P. reticulatum ripe,Cc_0718b,Cc_0718b_NA,Cc,0,NA,NA,NA,Pr,4,,,,,,,,,
,,,33.48,123.47,13,33.48,,33.48,NA,f6,8,PretR,P. reticulatum ripe,Cc_0718b,Cc_0718b_NA,Cc,0,NA,NA,NA,Pr,4,,,,,,,,,
,,,33.48,123.47,13,33.48,,33.48,NA,f8,8,PretR,P. reticulatum ripe,Cc_0718b,Cc_0718b_NA,Cc,0,NA,NA,NA,Pr,4,finished review 7/14/2015,,,,,,,,
,,,41.19,0,0,,7.5,7.5,3,f9,1,PretR,P. reticulatum ripe,Cs_0718,Cs_0718_3,Cs,0,NA,NA,NA,Pr,4,"f10 knocked over, excluded",,,,,,,,
,,,41.19,0,0,,10.03,10.03,3,f4,2,con,P. reticulatum ripe,Cs_0718,Cs_0718_3,Cs,0,NA,NA,NA,Pr,4,,,,,,,,,
,,,41.13,41.19,16,,6.5,6.5,3,f3,3,con,P. reticulatum ripe,Cs_0718,Cs_0718_3,Cs,0,NA,NA,NA,Pr,4,,,,,,,,,
,,,41.13,41.19,16,,12.55,12.55,1,f7,4,PretR,P. reticulatum ripe,Cs_0718,Cs_0718_1,Cs,0,NA,NA,NA,Pr,4,,,,,,,,,
